кто	дата	счет	статья	сумма	примечания	остаток после					счета		
В	06.06.2016	кошелек.В	транспорт	-1 600,00		500,00	2016.6						
В	07.06.2016	кошелек.В	еда.обед	-350,00		150,00	2016.6						
Л	07.06.2016	кошелек.Л	перевод	-5 000,00		2 500,00	2016.6						
В	07.06.2016	кошелек.В	перевод	5 000,00		5 150,00	2016.6						
В	07.06.2016	кошелек.В	кофе	-250,00		4 900,00	2016.6						
В	06.06.2016	кошелек.В	продукты	-1 000,00		3 900,00	2016.6						
Л	07.06.2016	сбер.вклад	перевод	-20 000,00		930 000,00	2016.6						
Л	07.06.2016	л.карта.сбер	перевод	20 000,00		26 717,34	2016.6						
Л	07.06.2016	кошелек.Л	здоровье	-2 700,00	Варя стоматолог осмотр и чистка	(200,00)	2016.6						
Л	07.06.2016	л.карта.сбер	здоровье	-4 080,00	Варя кардиолог осмотр и узи	22 637,34	2016.6						
Л	07.06.2016	л.карта.сбер	связь	-280,00	Варя связь	22 357,34	2016.6						
Л	07.06.2016	кошелек.Л	красота	-1 350,00	маникюр и педикюр	(1 550,00)	2016.6						
Л	07.06.2016	кошелек.Л	транспорт	-270,00	маршрутки	(1 820,00)	2016.6						
Л	07.06.2016	л.карта.сбер	красота	-300,00	лак защитный лечебный	22 057,34	2016.6						
Л	07.06.2016	л.карта.сбер	продукты	-408,00	продукты	21 649,34	2016.6						
Л	07.06.2016	л.карта.сбер	перевод	-21 600,00	в кошелек за весь период	49,34	2016.6						
Л	07.06.2016	кошелек.Л	перевод	21 600,00		19 780,00	2016.6						
Л	07.06.2016	кошелек.Л	транспорт	-600,00	такси	19 180,00	2016.6						
Л	07.06.2016	кошелек.Л	в долг	-5 000,00	Оксане до зп	14 180,00	2016.6						
Л	07.06.2016	кошелек.Л	ресторан	-1 300,00	с ВАрей суши ресотран	12 880,00	2016.6						
Л	07.06.2016	кошелек.Л	сигареты	-270,00	3 пачки	12 610,00	2016.6						
Л	07.06.2016	кошелек.Л	продукты	-1 270,00	магнит	11 340,00	2016.6						
Л	07.06.2016	кошелек.Л	кофе	-300,00	2 раза	11 040,00	2016.6						
Л	07.06.2016	кошелек.Л	еда.обед	-680,00	за 3 дня	10 360,00	2016.6						
Л	07.06.2016	кошелек.Л	аптека	-710,00	Лекарства варе метрогил и паста	9 650,00	2016.6						
Л	08.06.2016	кошелек.Л	транспорт	-35,00	маршрутка	9 615,00	2016.6						
Л	08.06.2016	кошелек.Л	сигареты	-90,00		9 525,00	2016.6						
Л	08.06.2016	кошелек.Л	продукты	-275,00	овощи	9 250,00	2016.6						
В	09.06.2016	карта зарпл.В	зарплата	49 342,58		49 359,08	2016.6						
В	06.06.2016	кошелек.В	еда.обед	-300,00		3 600,00	2016.6						
Л	09.06.2016	кошелек.Л	еда.обед	-390,00	обед, булочки, шоколадка	8 860,00	2016.6						
Л	09.06.2016	кошелек.Л	кофе	-120,00		8 740,00	2016.6						
В	09.06.2016	карта зарпл.В	хозтовары	-2 659,00	на дачу коннекторы штапик гардины	46 700,08	2016.6						
В	09.06.2016	карта зарпл.В	перевод	-30 000,00		16 700,08	2016.6						
В	09.06.2016	кошелек.В	перевод	30 000,00		33 600,00	2016.6						
В	09.06.2016	кошелек.В	продукты	-10 900,00	еда, памперсы	22 700,00	2016.6						
Л	09.06.2016	кошелек.Л	продукты	-1 000,00		7 740,00	2016.6						
В	09.06.2016	карта зарпл.В	перевод	-500,00		16 200,08	2016.6						
В	09.06.2016	карта старая.В	перевод	500,00		557,30	2016.6						
В	10.06.2016	карта старая.В	книги	-228,70	Авиатор	328,60	2016.6						
В	09.06.2016	кошелек.В	спортзал	-6 000,00		16 700,00	2016.6						
В	09.06.2016	кошелек.В	еда.обед	-350,00		16 350,00	2016.6						
В	09.06.2016	кошелек.В	связь	-300,00	смольная	16 050,00	2016.6						
Л	10.06.2016	кошелек.Л	сигареты	-180,00		7 560,00	2016.6						
Л	10.06.2016	кошелек.Л	еда.обед	-300,00	обед и плюшки	7 260,00	2016.6						
Л	10.06.2016	кошелек.Л	продукты	-1 000,00		6 260,00	2016.6						
В	09.06.2016	карта зарпл.В	еда.обед	-318,00		15 882,08	2016.6						
Л	10.06.2016	л.карта.сбер	кофе	-120,00		(70,66)	2016.6						
Л	10.06.2016	л.карта.сбер	продукты	-140,00	хлеб	(210,66)	2016.6						
Л	10.06.2016	сбер.вклад	перевод	-7 000,00		923 000,00	2016.6						
Л	10.06.2016	л.карта.сбер	перевод	7 000,00		6 789,34	2016.6						
В	13.06.2016	карта зарпл.В	ресторан	-516,00	мак	15 366,08	2016.6						
В	14.06.2016	карта зарпл.В	ресторан	-2 310,00	арбат	13 056,08	2016.6						
В	15.06.2016	карта зарпл.В	еда.обед	-350,00		12 706,08	2016.6						
В	14.06.2016	карта зарпл.В	доход.%	299,68	кешбек	13 005,76	2016.6						
В	14.06.2016	кошелек.В	бл	-50,00		16 000,00	2016.6						
Л	15.06.2016	кошелек.Л	еда.обед	-260,00	пирожки и обед	6 000,00	2016.6						
Л	15.06.2016	кошелек.Л	сигареты	-90,00		5 910,00	2016.6						
Л	15.06.2016	кошелек.Л	транспорт	-175,00	маршрутки	5 735,00	2016.6						
Л	15.06.2016	кошелек.Л	подарки	-2 000,00	Наташе на подарок	3 735,00	2016.6						
Л	15.06.2016	кошелек.Л	отдал члену семьи	-1 000,00	маме на варю	2 735,00	2016.6						
Л	15.06.2016	л.карта.сбер	связь	-100,00	мой тел	6 689,34	2016.6						
Л	15.06.2016	сбер.вклад	перевод	-7 000,00		916 000,00	2016.6						
Л	15.06.2016	л.карта.сбер	перевод	7 000,00		13 689,34	2016.6						
Л	15.06.2016	л.карта.сбер	вещи.одежда	-2 847,00	Варе	10 842,34	2016.6						
Л	15.06.2016	л.карта.сбер	перевод	-3 500,00	в кошлек	7 342,34	2016.6						
Л	15.06.2016	кошелек.Л	перевод	3 500,00		6 235,00	2016.6						
Л	15.06.2016	кошелек.Л	продукты	-250,00	хлеб	5 985,00	2016.6						
Л	15.06.2016	кошелек.Л	кофе	-360,00	3 раза кофе	5 625,00	2016.6						
Л	15.06.2016	л.карта.сбер	перевод	-6 500,00	в кошелек	842,34	2016.6						
Л	15.06.2016	кошелек.Л	перевод	6 500,00		12 125,00	2016.6						
Л	15.06.2016	кошелек.Л	отдал члену семьи	-5 000,00	маме	7 125,00	2016.6						
Л	15.06.2016	кошелек.Л	развлеченья	-800,00	кино	6 325,00	2016.6						
Л	15.06.2016	кошелек.Л	продукты	-1 200,00	на дачу	5 125,00	2016.6						
Л	15.06.2016	кошелек.Л	ресторан	-315,00		4 810,00	2016.6						
Л	15.06.2016	кошелек.Л	хоз.расходы	-100,00	платная дорога	4 710,00	2016.6						
Л	15.06.2016	кошелек.Л	хоз.расходы	-100,00	ремонт сумки	4 610,00	2016.6						
В	15.06.2016	карта зарпл.В	продукты	-267,00		12 738,76	2016.6						
В	16.06.2016	карта зарпл.В	еда.обед	-252,54		12 486,22	2016.6						
В	16.06.2016	карта зарпл.В	отдал члену семьи	-5 075,00	Соне	7 411,22	2016.6						
В	16.06.2016	кошелек.В	красота	-300,00	стрижка	15 700,00	2016.6						
В	16.06.2016	кошелек.В	продукты	-300,00		15 400,00	2016.6						
В	17.06.2016	карта зарпл.В	продукты	-85,00		7 326,22	2016.6						
В	17.06.2016	карта зарпл.В	еда.обед	-320,00		7 006,22	2016.6						
Л	17.06.2016	кошелек.Л	еда.обед	-284,00	завтрак	4 326,00	2016.6						
Л	17.06.2016	кошелек.Л	еда.обед	-200,00	обед	4 126,00	2016.6						
Л	17.06.2016	сбер.вклад	перевод	-8 000,00		908 000,00	2016.6
Л	17.06.2016	л.карта.сбер	перевод	8 000,00		8 842,34	2016.6						
Л	17.06.2016	л.карта.сбер	отдал члену семьи	-2 250,00	Варя рисование	6 592,34	2016.6						
Л	17.06.2016	л.карта.сбер	транспорт	-470,00	Электричка	6 122,34	2016.6						
Л	17.06.2016	л.карта.сбер	кофе	-160,00		5 962,34	2016.6						
Л	17.06.2016	л.карта.сбер	продукты	-290,00		5 672,34	2016.6						
Л	17.06.2016	л.карта.сбер	перевод	-4 000,00		1 672,34	2016.6						
Л	17.06.2016	кошелек.Л	перевод	4 000,00		8 126,00	2016.6						
Л	17.06.2016	кошелек.Л	красота	-2 000,00	реснички	6 126,00	2016.6						
Л	17.06.2016	кошелек.Л	транспорт	-670,00	на метро	5 456,00	2016.6						
Л	17.06.2016	кошелек.Л	продукты	-1 756,00		3 700,00	2016.6						
Л	18.06.2016	л.карта.сбер	ЖКХ	-513,11	Мосэнерго	1 159,23	2016.6						
Л	19.06.2016	л.карта.сбер	авон	980,00	т.Надя за Авон	2 139,23	2016.6						
Л	20.06.2016	кошелек.Л	еда.обед	-90,00	завтрак	3 610,00	2016.6						
Л	20.06.2016	л.карта.сбер	связь	-200,00	маме на телефон	1 939,23	2016.6						
Л	20.06.2016	л.карта.сбер	перевод	-200,00		1 739,23	2016.6						
Л	20.06.2016	кошелек.Л	перевод	200,00		3 810,00	2016.6						
Л	20.06.2016	кошелек.Л	транспорт	-300,00	электрички	3 510,00	2016.6						
Л	20.06.2016	кошелек.Л	еда.обед	-200,00	макдак	3 310,00	2016.6						
Л	20.06.2016	кошелек.Л	отдал члену семьи	-1 000,00	на расходы на дачу	2 310,00	2016.6						
Л	20.06.2016	л.карта.сбер	комиссия	-30,00	комиссия сбер	1 709,23	2016.6						
В	19.06.2016	кошелек.В	хозтовары	-800,00	на дачу	14 600,00	2016.6						
В	19.06.2016	кошелек.В	авто.топливо	-1 400,00		13 200,00	2016.6						
В	17.06.2016	карта зарпл.В	продукты	-194,00		6 812,22	2016.6						
В	17.06.2016	карта зарпл.В	хозтовары	-306,00	на дачу	6 506,22	2016.6						
В	18.06.2016	карта зарпл.В	авто.топливо	-1 000,23		5 505,99	2016.6						
В	18.06.2016	карта зарпл.В	еда.обед	-243,00		5 262,99	2016.6						
В	20.06.2016	карта зарпл.В	хозтовары	-617,00	на дачу	4 645,99	2016.6						
В	20.06.2016	карта зарпл.В	продукты	-48,60		4 597,39	2016.6						
В	20.06.2016	карта зарпл.В	хозтовары	-493,00	на дачу	4 104,39	2016.6						
В	20.06.2016	карта зарпл.В	продукты	-69,00		4 035,39	2016.6						
В	20.06.2016	карта зарпл.В	продукты	-842,00		3 193,39	2016.6						
В	20.06.2016	карта зарпл.В	зарплата	30 000,00		33 193,39	2016.6						
В	20.06.2016	карта зарпл.В	еда.обед	-320,00		32 873,39	2016.6						
В	20.06.2016	карта зарпл.В	перевод	-20 000,00		12 873,39	2016.6						
В	20.06.2016	кошелек.В	перевод	20 000,00		33 200,00	2016.6						
В	21.06.2016	карта зарпл.В	аптека	-285,30	лек	12 588,09	2016.6						
В	21.06.2016	карта зарпл.В	связь	-605,00	онлайм	11 983,09	2016.6						
В	21.06.2016	карта зарпл.В	еда.обед	-310,00		11 673,09	2016.6						
В	21.06.2016	карта зарпл.В	развлеченья	-320,00	кино!!!	11 353,09	2016.6						
Л	22.06.2016	сбер.вклад	перевод	-3 000,00		905 000,00	2016.6						
Л	23.06.2016	л.карта.сбер	перевод	3 000,00		4 709,23	2016.6						
Л	23.06.2016	л.карта.сбер	перевод	-1 300,00		3 409,23	2016.6						
Л	23.06.2016	кошелек.Л	перевод	1 300,00		3 610,00	2016.6						
Л	23.06.2016	кошелек.Л	транспорт	-85,00		3 525,00	2016.6						
Л	23.06.2016	кошелек.Л	транспорт	-50,00	парковка	3 475,00	2016.6						
Л	23.06.2016	л.карта.сбер	еда.обед	-180,00	попкорн	3 229,23	2016.6						
Л	23.06.2016	л.карта.сбер	продукты	-448,00	избенка	2 781,23	2016.6						
Л	23.06.2016	л.карта.сбер	развлеченья	-411,00	леонардо Варе	2 370,23	2016.6						
Л	23.06.2016	л.карта.сбер	еда.обед	-195,00		2 175,23	2016.6						
Л	23.06.2016	л.карта.сбер	кофе	-120,00		2 055,23	2016.6						
Л	23.06.2016	кошелек.Л	сигареты	-180,00		3 295,00	2016.6						
Л	23.06.2016	кошелек.Л	еда.обед	-210,00		3 085,00	2016.6						
Л	24.06.2016	сбер.вклад	перевод	-10 000,00	л.карта.сбер	895 000,00	2016.6						
Л	24.06.2016	л.карта.сбер	перевод	10 000,00		12 055,23	2016.6						
Л	24.06.2016	кошелек.Л	зарплата	92 000,00		95 085,00	2016.6						
Л	24.06.2016	л.карта.сбер	продукты	-619,00	дикси у мамы	11 436,23	2016.6						
Л	24.06.2016	л.карта.сбер	продукты	-644,00	магнит у нас	10 792,23	2016.6						
Л	24.06.2016	л.карта.сбер	перевод	-10 200,00		592,23	2016.6						
Л	24.06.2016	кошелек.Л	перевод	10 200,00		105 285,00	2016.6						
Л	24.06.2016	л.карта.сбер	аптека	-424,00		168,23	2016.6						
Л	24.06.2016	кошелек.Л	перевод	-85 000,00		20 285,00	2016.6						
Л	24.06.2016	л.карта.сбер	перевод	85 000,00		85 168,23	2016.6						
Л	24.06.2016	л.карта.сбер	перевод	-80 000,00		5 168,23	2016.6						
Л	24.06.2016	сбер.вклад	перевод	80 000,00		975 000,00	2016.6						
Л	24.06.2016	кошелек.Л	транспорт	-1 570,00	метро единый	18 715,00	2016.6						
Л	24.06.2016	кошелек.Л	в долг	5 000,00	Оксана вернула	23 715,00	2016.6						
Л	24.06.2016	сбер.вклад	доход.%	5 608,00	на вклад	980 608,00	2016.6						
Л	24.06.2016	л.карта.сбер	авон	-2 060,45		3 107,78	2016.6						
Л	24.06.2016	кошелек.Л	еда.обед	-80,00	мороженка	23 635,00	2016.6						
Л	25.06.2016	кошелек.Л	аптека	-1 741,00	аптека	21 894,00	2016.6						
Л	26.06.2016	кошелек.Л	продукты	-830,00	смольная	21 064,00	2016.6						
Л	27.06.2016	кошелек.Л	транспорт	-105,00	маршрутки	20 959,00	2016.6						
Л	27.06.2016	л.карта.сбер	перевод	-500,00		2 607,78	2016.6						
Л	27.06.2016	кошелек.Л	перевод	500,00		21 459,00	2016.6						
Л	27.06.2016	л.карта.сбер	связь	-100,00	мой моб	2 507,78	2016.6						
Л	28.06.2016	кошелек.Л	еда.обед	-200,00		21 259,00	2016.6						
Л	29.06.2016	кошелек.Л	перевод	-3 000,00		18 259,00	2016.6						
Л	30.06.2016	кошелек.В	перевод	3 000,00		36 200,00	2016.6						
Л	01.07.2016	кошелек.Л	аптека	-186,00		18 073,00	2016.7						
Л	01.07.2016	л.карта.сбер	аптека	-426,00		2 081,78	2016.7						
Л	01.07.2016	л.карта.сбер	связь	-400,00		1 681,78	2016.7						
Л	01.07.2016	кошелек.Л	транспорт	-200,00		17 873,00	2016.7						
Л	01.07.2016	кошелек.Л	еда.обед	-315,00		17 558,00	2016.7						
Л	01.07.2016	л.карта.сбер	связь	-200,00	Варе на тел	1 481,78	2016.7						
В	25.06.2016	кошелек.В	отдал члену семьи	-30 000,00	на похороно дяди Жени	6 200,00	2016.6						
В	25.06.2016	кошелек.В	авто.топливо	-1 000,00		5 200,00	2016.6						
В	29.06.2016	карта зарпл.В	здоровье	-1 890,00	поход к врачу	9 463,09	2016.6						
В	29.06.2016	карта зарпл.В	аптека	-1 043,00	лекарства назначенные	8 420,09	2016.6						
В	02.07.2016	карта зарпл.В	перевод	-200,00	на музыку	8 220,09	2016.7						
В	02.07.2016	карта старая.В	перевод	200,00		528,60	2016.7						
В	26.06.2016	карта зарпл.В	ЖКХ	-1 200,00	абонентка спутниковое, ядрово	7 020,09	2016.6						
В	22.06.2016	карта зарпл.В	еда.обед	-280,00		6 740,09	2016.6						
В	23.06.2016	карта зарпл.В	книги	-209,40	Стивен Кови	6 530,69	2016.6						
В	23.06.2016	карта зарпл.В	еда.обед	-310,00		6 220,69	2016.6						
В	24.06.2016	карта зарпл.В	еда.обед	-550,00		5 670,69	2016.6						
В	24.06.2016	карта зарпл.В	аптека	-97,20	аптека	5 573,49	2016.6				5782,89	209,40	похоже на книгу
В	04.07.2016	карта зарпл.В	еда.обед	-280,00		5 293,49	2016.7						
В	05.07.2016	карта зарпл.В	еда.обед	-350,00		4 943,49	2016.7						
В	05.07.2016	кошелек.В	продукты	-300,00		4 900,00	2016.7						
В	05.07.2016	карта зарпл.В	зарплата	61 615,75		66 559,24	2016.7						
В	05.07.2016	карта зарпл.В	перевод	-1 500,00		65 059,24	2016.7						
В	05.07.2016	кошелек.В	перевод	1 500,00		6 400,00	2016.7						
В	02.07.2016	карта зарпл.В	продукты	-985,00		64 074,24	2016.7						
В	03.07.2016	карта зарпл.В	продукты	-884,00		63 190,24	2016.7						
В	03.07.2016	карта зарпл.В	еда.обед	-365,00		62 825,24	2016.7						
В	05.07.2016	карта зарпл.В	корр	209,40	коррекция(????)	63 034,64	2016.7						
В	05.07.2016	кошелек.В	корр	-1 900,00	коррекция(????)	4 500,00	2016.7						
В	05.07.2016	кошелек.В	авто	-4 050,00	свравка для получения прав	450,00	2016.7						
В	05.07.2016	кошелек.В	продукты	-350,00		100,00	2016.7						
Л	05.07.2016	кошелек.Л	транспорт	-246,00	Электричка	17 312,00	2016.7						
Л	05.07.2016	кошелек.Л	продукты	-904,00	магнит у нас	16 408,00	2016.7						
Л	05.07.2016	кошелек.Л	продукты	-2 401,00	продукты на даче	14 007,00	2016.7						
В	05.07.2016	карта зарпл.В	перевод	-45 000,00		18 034,64	2016.7						
В	05.07.2016	кошелек.В	перевод	45 000,00		45 100,00	2016.7						
В	07.07.2016	карта зарпл.В	еда.обед	-295,00		17 739,64	2016.7						
В	07.07.2016	карта зарпл.В	авто	-6 519,00	запчасти для то	11 220,64	2016.7						
В	06.07.2016	карта зарпл.В	связь	-300,00	билайн планшет	10 920,64	2016.7						
В	06.07.2016	карта зарпл.В	ЖКХ	-1 200,00	триколор Рязань	9 720,64	2016.7						
В	05.07.2016	карта зарпл.В	ресторан	-1 850,00		7 870,64	2016.7						
В	05.07.2016	кошелек.В	ресторан	-100,00		45 000,00	2016.7						
В	05.07.2016	карта зарпл.В	еда.обед	-320,00		7 550,64	2016.7						
В	08.07.2016	карта зарпл.В	еда.обед	-300,00		7 250,64	2016.7						
В	11.07.2016	карта зарпл.В	отдал члену семьи	-5 075,00	Соне	2 175,64	2016.7						
В	10.07.2016	карта зарпл.В	связь	-300,00	мегафон Вадим	1 875,64	2016.7						
В	09.07.2016	карта зарпл.В	продукты	-234,00		1 641,64	2016.7						
В	11.07.2016	карта зарпл.В	еда.обед	-320,00		1 321,64	2016.7						
В	12.07.2016	карта зарпл.В	еда.обед	-149,00	завтрак	1 172,64	2016.7						
В	11.07.2016	кошелек.В	спортзал	-6 000,00	зал июль	39 000,00	2016.7						
В	11.07.2016	кошелек.В	продукты	-300,00		38 700,00	2016.7						
В	09.07.2016	кошелек.В	авто	-2 000,00	права	36 700,00	2016.7						
В	11.07.2016	кошелек.В	авто	-8 800,00	то 30т	27 900,00	2016.7						
В	11.07.2016	кошелек.В	вещи	-5 700,00	тень и ласты/маска	22 200,00	2016.7						
В	11.07.2016	кошелек.В	вещи	-9 100,00	обувь	13 100,00	2016.7						
В	12.07.2016	карта зарпл.В	еда.обед	-310,00		862,64	2016.7						
В	12.07.2016	карта зарпл.В	доход.%	149,26	кешбек	1 011,90	2016.7						
Л	12.07.2016	кошелек.Л	еда.обед	-45,00	декатлон	13 962,00	2016.7						
Л	12.07.2016	сбер.вклад	перевод	-10 800,91		969 807,09	2016.7						
Л	12.07.2016	л.карта.сбер	перевод	10 800,91		12 282,69	2016.7						
Л	12.07.2016	сбер.вклад	комиссия	192,91	пролонгация начисление	970 000,00	2016.7						
Л	12.07.2016	л.карта.сбер	еда.обед	-31,88		12 250,81	2016.7						
Л	12.07.2016	л.карта.сбер	перевод	-7 000,00		5 250,81	2016.7						
Л	12.07.2016	кошелек.Л	перевод	7 000,00		20 962,00	2016.7						
Л	12.07.2016	кошелек.Л	книги	-752,00	варе обучение	20 210,00	2016.7						
Л	12.07.2016	кошелек.Л	транспорт	-205,00	Электричка	20 005,00	2016.7						
Л	12.07.2016	кошелек.Л	продукты	-636,00		19 369,00	2016.7						
Л	12.07.2016	кошелек.Л	ресторан	-500,00	кофе тортик	18 869,00	2016.7						
Л	12.07.2016	кошелек.Л	развлеченья	-586,00	для мыла основа и красители	18 283,00	2016.7						
Л	13.07.2016	кошелек.Л	продукты	-1 303,00	магнит у дома	16 980,00	2016.7						
Л	13.07.2016	л.карта.сбер	продукты	-1 656,00	продукты дача	3 594,81	2016.7						
Л	13.07.2016	л.карта.сбер	связь	-200,00	мой тел	3 394,81	2016.7						
Л	13.07.2016	л.карта.сбер	продукты	-418,00	магнит у дома	2 976,81	2016.7						
Л	14.07.2016	кошелек.Л	еда.обед	-210,00		16 770,00	2016.7						
Л	14.07.2016	кошелек.Л	хоз.товары	-2 100,00	миски в теппервейв	14 670,00	2016.7						
Л	14.07.2016	л.карта.сбер	кофе	-150,00	кофе	2 826,81	2016.7						
Л	14.07.2016	л.карта.сбер	сигареты	-180,00		2 646,81	2016.7						
Л	14.07.2016	л.карта.сбер	еда.обед	-125,00		2 521,81	2016.7						
Л	14.07.2016	кошелек.Л	еда.обед	-250,00		14 420,00	2016.7						
Л	14.07.2016	кошелек.Л	связь	-500,00		13 920,00	2016.7						
Л	14.07.2016	л.карта.сбер	ЖКХ	-193,08	тел город	2 328,73	2016.7						
Л	14.07.2016	л.карта.сбер	ЖКХ	-590,38	мосэнерго	1 738,35	2016.7						
Л	14.07.2016	л.карта.сбер	развлеченья	-687,52		1 050,83	2016.7						
Л	14.07.2016	л.карта.сбер	кофе	-285,00		765,83	2016.7						
Л	14.07.2016	л.карта.сбер	еда.обед	-315,00		450,83	2016.7						
Л	14.07.2016	кошелек.Л	транспорт	-205,00	лектричка туда обратно	13 715,00	2016.7						
Л	14.07.2016	кошелек.Л	книги	-655,00	ВАре книги	13 060,00	2016.7						
Л	14.07.2016	кошелек.Л	продукты	-1 644,00	продукты Гжель	11 416,00	2016.7						
Л	14.07.2016	кошелек.Л	транспорт	-70,00	марш рутки	11 346,00	2016.7						
Л	14.07.2016	кошелек.Л	еда.обед	-170,00		11 176,00	2016.7						
Л	18.07.2016	л.карта.сбер	связь	-100,00		350,83	2016.7						
Л	18.07.2016	кошелек.Л	сигареты	-360,00		10 816,00	2016.7						
В	20.07.2016	карта зарпл.В	зарплата	30 000,00		31 011,90	2016.7						
В	20.07.2016	карта зарпл.В	зарплата	41 476,34		72 488,24	2016.7						
В	21.07.2016	карта зарпл.В	связь	-560,00	инет смольная	71 928,24	2016.7						
В	18.07.2016	карта зарпл.В	еда.обед	-320,00		71 608,24	2016.7						
В	20.07.2016	кошелек.В	еда.обед	-650,00	2 дня	12 450,00	2016.7						
В	16.07.2016	кошелек.В	продукты	-2 300,00		10 150,00	2016.7						
В	17.07.2016	кошелек.В	ресторан	-850,00	макдак	9 300,00	2016.7						
В	21.07.2016	карта зарпл.В	отпуск	-2 230,00	билеты на паром в крым	69 378,24	2016.7						
В	21.07.2016	карта зарпл.В	еда.обед	-299,52		69 078,72	2016.7						
В	21.07.2016	карта зарпл.В	перевод	-60 000,00		9 078,72	2016.7						
В	21.07.2016	кошелек.В	перевод	60 000,00		69 300,00	2016.7						
В	22.07.2016	карта зарпл.В	связь	-300,00	билайн ipad	8 778,72	2016.7						
В	22.07.2016	карта зарпл.В	связь	-600,00	мегафон Вадим	8 178,72	2016.7						
В	22.07.2016	карта зарпл.В	еда.обед	-320,00		7 858,72	2016.7						
В	21.07.2016	карта зарпл.В	продукты	-248,00		7 610,72	2016.7						
В	21.07.2016	карта зарпл.В	подарки	-2 000,00	подарок маме	5 610,72	2016.7						
В	21.07.2016	карта зарпл.В	вещи	-1 251,00	батарейка и зарядка	4 359,72	2016.7
